MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice
60,RL,65.0,8068,Sin_Acceso,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,2002,2002,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1010,1010,Ex,Y,SBrkr,1257,2267,0,0,2,1,4,Gd,Typ,1,TA,BuiltIn,RFn,2,TA,TA,Y,120,46,0,0,Sin_Cerca,12,2009,ConLI,Normal,200000
60,RL,85.0,11475,Sin_Acceso,Reg,Lvl,Inside,Gtl,NWAmes,RRAn,1Fam,2Story,6,6,1975,1975,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,550,Unf,0,163,713,TA,Y,SBrkr,741,1552,1,0,2,1,3,TA,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,209,208,0,0,MnPrv,2,2006,WD,Normal,179900
20,RL,70.0,10500,Sin_Acceso,Reg,Lvl,FR2,Gtl,NAmes,Norm,1Fam,1Story,4,6,1971,1971,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,524,LwQ,180,160,864,Gd,Y,SBrkr,0,864,0,0,1,0,2,TA,Typ,0,Sin_Chimenea,Detchd,Unf,2,TA,TA,Y,216,0,0,0,Sin_Cerca,3,2009,WD,Abnorml,97000
20,RL,103.0,13472,Sin_Acceso,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,10,5,2003,2003,Hip,VinylSd,VinylSd,BrkFace,922.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,56,Unf,0,2336,2392,Ex,Y,SBrkr,0,2392,0,0,2,0,3,Ex,Typ,1,Ex,Attchd,Fin,3,TA,TA,Y,248,105,0,0,Sin_Cerca,6,2009,WD,Normal,386250
160,RM,21.0,1680,Sin_Acceso,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,5,5,1971,1971,Gable,HdBoard,HdBoard,BrkFace,142.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,630,630,TA,Y,SBrkr,672,1302,0,0,2,1,3,TA,Typ,0,Sin_Chimenea,Detchd,Unf,1,TA,TA,Y,0,0,0,0,Sin_Cerca,5,2009,COD,Abnorml,112000
60,RL,82.0,9950,Sin_Acceso,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,7,5,1995,1995,Gable,VinylSd,VinylSd,BrkFace,290.0,Gd,TA,PConc,Gd,TA,No,GLQ,565,Unf,0,638,1203,Ex,Y,SBrkr,1306,2520,0,0,2,1,4,Gd,Typ,1,TA,Attchd,RFn,3,TA,TA,Y,224,114,0,0,Sin_Cerca,6,2007,WD,Abnorml,290000
160,RM,21.0,1869,Sin_Acceso,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,6,6,1970,1970,Gable,HdBoard,HdBoard,BrkFace,127.0,TA,TA,CBlock,TA,TA,No,Rec,321,Unf,0,162,483,TA,Y,SBrkr,504,987,0,0,1,1,2,TA,Typ,0,Sin_Chimenea,Detchd,Unf,1,TA,TA,Y,0,0,0,0,Sin_Cerca,9,2008,WD,Normal,106000
20,RL,70.0,8521,Sin_Acceso,Reg,Lvl,FR2,Gtl,Sawyer,Feedr,1Fam,1Story,5,5,1967,1967,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,842,Unf,0,70,912,TA,Y,SBrkr,0,912,0,0,1,0,3,TA,Typ,1,Fa,Detchd,Unf,1,TA,TA,Y,0,0,0,0,MnPrv,5,2010,WD,Normal,125000
120,RL,43.0,3182,Sin_Acceso,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,0,1357,1373,Ex,Y,SBrkr,0,1555,0,0,2,0,2,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,143,20,0,0,Sin_Cerca,5,2009,WD,Normal,192500
20,RL,73.0,8760,Sin_Acceso,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,1959,1959,Hip,MetalSd,MetalSd,BrkFace,220.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1194,1194,TA,Y,SBrkr,0,1194,1,0,1,0,3,TA,Typ,0,Sin_Chimenea,Attchd,RFn,1,TA,TA,Y,0,0,120,0,Sin_Cerca,4,2010,WD,Normal,148000
60,RL,174.0,15138,Sin_Acceso,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1995,1996,Gable,VinylSd,VinylSd,BrkFace,506.0,Gd,TA,PConc,Gd,TA,No,GLQ,689,Unf,0,773,1462,Ex,Y,SBrkr,1304,2794,1,0,2,1,4,Ex,Typ,1,TA,Attchd,Fin,3,TA,TA,Y,0,146,202,0,Sin_Cerca,7,2009,WD,Normal,403000
160,RM,21.0,1680,Sin_Acceso,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,6,5,1972,1972,Gable,HdBoard,HdBoard,BrkFace,297.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,483,483,TA,Y,SBrkr,504,987,0,0,1,1,2,TA,Typ,1,Po,Attchd,Unf,1,TA,TA,Y,0,0,0,0,Sin_Cerca,6,2006,WD,Normal,94500
20,RL,75.0,10650,Sin_Acceso,Reg,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,5,6,1976,1976,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,Gd,Av,LwQ,182,ALQ,712,0,894,TA,Y,SBrkr,0,894,1,0,1,0,3,TA,Typ,0,Sin_Chimenea,Attchd,Unf,1,TA,TA,Y,365,0,0,0,MnPrv,2,2010,WD,Normal,128200
60,RL,65.0,7851,Sin_Acceso,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,2002,2002,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,625,Unf,0,235,860,Ex,Y,SBrkr,1100,1960,1,0,2,1,4,Gd,Typ,2,TA,BuiltIn,Fin,2,TA,TA,Y,288,48,0,0,Sin_Cerca,5,2010,WD,Normal,216500
160,RM,21.0,1680,Sin_Acceso,Reg,Lvl,Inside,Gtl,BrDale,Norm,TwnhsE,2Story,6,3,1971,1971,Gable,HdBoard,HdBoard,BrkFace,604.0,TA,TA,CBlock,TA,TA,No,ALQ,358,Unf,0,125,483,TA,Y,SBrkr,504,987,0,0,1,1,2,TA,Typ,0,Sin_Chimenea,Detchd,Unf,1,TA,TA,Y,0,0,0,0,Sin_Cerca,8,2008,WD,Normal,89500
20,RL,65.0,8773,Sin_Acceso,Reg,Lvl,FR2,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,98.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1390,1414,Ex,Y,SBrkr,0,1414,0,0,2,0,3,Gd,Typ,0,Sin_Chimenea,Attchd,RFn,2,TA,TA,Y,132,105,0,0,Sin_Cerca,5,2010,WD,Normal,185500
60,RL,66.5,9453,Sin_Acceso,IR1,Lvl,CulDSac,Gtl,SawyerW,RRNe,1Fam,2Story,7,7,1993,2003,Gable,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,402,Unf,0,594,996,Ex,Y,SBrkr,730,1744,0,0,2,1,3,Gd,Typ,0,Sin_Chimenea,Attchd,RFn,2,TA,TA,Y,370,70,0,0,Sin_Cerca,2,2010,WD,Normal,194500
20,RL,93.0,12030,Sin_Acceso,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2007,2007,Hip,VinylSd,VinylSd,BrkFace,254.0,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1694,1694,Ex,Y,SBrkr,0,1694,0,0,2,0,3,Gd,Typ,0,Sin_Chimenea,Attchd,Fin,3,TA,TA,Y,168,228,0,0,Sin_Cerca,12,2007,New,Partial,318000
50,RL,52.0,8741,Sin_Acceso,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,6,4,1945,1950,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,94,Unf,0,641,735,TA,Y,FuseA,689,1487,0,0,1,1,3,TA,Typ,1,Gd,Detchd,Unf,1,TA,TA,Y,0,140,0,0,MnPrv,4,2010,WD,Normal,113000
20,FV,75.0,9000,Sin_Acceso,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,5,2008,2008,Gable,VinylSd,VinylSd,Stone,36.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1078,Unf,0,488,1566,Ex,Y,SBrkr,0,1566,1,0,2,0,3,Gd,Typ,0,Sin_Chimenea,Attchd,RFn,2,TA,TA,Y,144,168,0,0,Sin_Cerca,4,2010,WD,Normal,262500
30,RM,40.0,3880,Sin_Acceso,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,5,9,1945,1997,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,329,Unf,0,357,686,Gd,Y,SBrkr,0,866,0,0,1,0,2,Gd,Typ,0,Sin_Chimenea,Sin_Garaje,Sin_Garaje,0,Sin_Garaje,Sin_Garaje,Y,58,42,0,0,Sin_Cerca,8,2007,WD,Normal,110500
50,RM,63.0,5000,Sin_Acceso,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1.5Fin,5,4,1900,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,540,540,Gd,N,FuseA,551,1440,0,0,1,0,3,TA,Typ,0,Sin_Chimenea,Attchd,Unf,1,Fa,TA,Y,0,0,77,0,Sin_Cerca,4,2006,WD,Normal,79000
160,RL,75.0,10762,Sin_Acceso,Reg,Lvl,Corner,Gtl,SawyerW,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,626,626,TA,Y,SBrkr,591,1217,0,0,1,1,3,TA,Typ,1,TA,Attchd,RFn,1,TA,TA,Y,0,28,0,0,Sin_Cerca,4,2009,WD,Normal,120000
60,RL,66.5,8880,Sin_Acceso,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,7,5,1994,2002,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,695,Unf,0,253,948,Ex,Y,SBrkr,888,2110,1,0,2,1,3,Gd,Typ,2,Fa,Attchd,RFn,2,TA,TA,Y,0,130,0,0,Sin_Cerca,5,2010,WD,Normal,205000
20,RL,80.0,10400,Sin_Acceso,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,7,5,1988,1988,Gable,Wd Sdng,Wd Sdng,BrkFace,102.0,TA,TA,CBlock,Gd,TA,Av,GLQ,929,Unf,0,916,1845,Gd,Y,SBrkr,0,1872,0,1,2,0,3,TA,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,197,39,0,0,Sin_Cerca,6,2006,WD,Normal,241500
190,RM,69.0,9142,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,2fmCon,2Story,6,8,1910,1950,Gable,AsbShng,AsbShng,None,0.0,TA,Fa,Stone,Fa,TA,No,Unf,0,Unf,0,1020,1020,Gd,N,FuseP,1020,1928,0,0,2,0,4,Fa,Typ,0,Sin_Chimenea,Detchd,Unf,1,Po,Po,Y,0,60,112,0,Sin_Cerca,4,2006,WD,Normal,137000
20,RL,75.0,11310,Sin_Acceso,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,5,1954,1954,Hip,Wd Sdng,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1367,1367,Ex,Y,SBrkr,0,1375,0,0,1,0,2,TA,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,0,30,0,0,Sin_Cerca,6,2006,WD,Normal,140000
60,RL,72.0,11317,Sin_Acceso,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,101.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,840,840,Ex,Y,SBrkr,828,1668,0,0,2,1,3,Gd,Typ,0,Sin_Chimenea,Attchd,RFn,2,TA,TA,Y,144,68,0,0,Sin_Cerca,9,2007,WD,Normal,180000
50,RL,80.0,159000,Sin_Acceso,IR2,Low,CulDSac,Sev,ClearCr,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,Wd Sdng,HdBoard,BrkCmn,472.0,Gd,TA,CBlock,Gd,TA,Gd,Rec,697,Unf,0,747,1444,Gd,Y,SBrkr,700,2144,0,1,2,0,4,Gd,Typ,2,TA,Attchd,Fin,2,TA,TA,Y,0,98,0,0,Sin_Cerca,6,2007,WD,Normal,277000
30,RL,55.0,5350,Sin_Acceso,IR1,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1Story,3,2,1940,1966,Gable,Wd Sdng,Plywood,None,0.0,TA,Po,CBlock,TA,TA,No,Unf,0,Unf,0,728,728,Ex,Y,SBrkr,0,1306,0,0,1,0,3,Fa,Mod,0,Sin_Chimenea,Sin_Garaje,Sin_Garaje,0,Sin_Garaje,Sin_Garaje,Y,263,0,0,0,GdWo,5,2010,WD,Normal,76500
120,RM,44.0,4750,Sin_Acceso,IR1,HLS,Inside,Mod,Crawfor,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,VinylSd,VinylSd,Stone,481.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1573,Unf,0,0,1573,Ex,Y,SBrkr,0,1625,1,1,2,0,2,Gd,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,123,0,0,153,Sin_Cerca,12,2007,WD,Family,235000
60,RL,65.0,8366,Sin_Acceso,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,798,798,Ex,Y,SBrkr,842,1640,0,0,2,1,3,Gd,Typ,0,Sin_Chimenea,Attchd,RFn,2,TA,TA,Y,138,45,0,0,Sin_Cerca,12,2008,WD,Normal,173000
80,RL,85.0,9350,Sin_Acceso,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,6,7,1964,1991,Hip,HdBoard,HdBoard,BrkFace,108.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,270,ALQ,580,452,1302,Ex,Y,SBrkr,0,1302,0,1,2,0,3,Gd,Min1,0,Sin_Chimenea,Attchd,RFn,1,TA,TA,Y,333,0,0,0,MnPrv,10,2007,CWD,Normal,158000
20,RL,70.0,8400,Sin_Acceso,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1957,1957,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,922,Unf,0,392,1314,TA,Y,SBrkr,0,1314,1,0,1,0,3,TA,Typ,0,Sin_Chimenea,Attchd,RFn,1,TA,TA,Y,250,0,0,0,Sin_Cerca,6,2010,WD,Normal,145000
60,RL,66.0,8738,Sin_Acceso,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,302.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,975,975,Ex,Y,SBrkr,1286,2291,0,0,2,1,4,Gd,Typ,1,TA,BuiltIn,Fin,2,TA,TA,Y,192,0,0,0,Sin_Cerca,2,2006,WD,Normal,230000
60,FV,64.0,8791,Sin_Acceso,IR1,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,6,5,2003,2003,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Rec,503,Unf,0,361,864,Ex,Y,SBrkr,864,1728,0,0,2,1,3,Gd,Typ,0,Sin_Chimenea,Attchd,RFn,2,TA,TA,Y,216,56,0,0,Sin_Cerca,5,2008,WD,Normal,207500
20,RL,68.0,8814,Sin_Acceso,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,Stone,180.0,Gd,TA,PConc,Gd,TA,No,GLQ,1334,Unf,0,270,1604,Ex,Y,SBrkr,0,1604,1,0,2,1,3,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,123,110,0,0,Sin_Cerca,3,2009,WD,Abnorml,220000
60,RL,80.0,12435,Sin_Acceso,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2001,2001,Gable,VinylSd,VinylSd,BrkFace,172.0,Gd,TA,PConc,Gd,TA,No,GLQ,361,Unf,0,602,963,Ex,Y,SBrkr,829,1792,0,0,2,1,3,Gd,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,0,96,0,0,Sin_Cerca,5,2008,WD,Normal,231500
20,RM,70.0,12702,Sin_Acceso,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,5,5,1956,1956,Gable,BrkFace,BrkFace,None,0.0,TA,TA,PConc,Sin_Sotano,Sin_Sotano,Sin_Sotano,Sin_Sotano,0,Sin_Sotano,0,0,0,Gd,Y,FuseA,0,882,0,0,1,0,2,TA,Typ,0,Sin_Chimenea,Detchd,Unf,1,TA,TA,Y,0,45,0,0,Sin_Cerca,12,2008,WD,Normal,97000
80,RL,120.0,19296,Sin_Acceso,Reg,Lvl,Corner,Gtl,NAmes,Artery,1Fam,SLvl,6,5,1962,1962,Gable,Wd Sdng,Wd Sdng,BrkFace,399.0,TA,TA,CBlock,TA,TA,Gd,Rec,672,ALQ,690,0,1362,TA,Y,SBrkr,0,1382,1,0,1,0,3,TA,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,0,0,252,0,GdWo,5,2009,WD,Normal,176000
60,RL,69.0,9588,Sin_Acceso,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,5,2007,2007,Gable,CemntBd,CmentBd,Stone,270.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1482,1482,Ex,Y,SBrkr,1092,2574,0,0,2,1,3,Ex,Typ,1,Gd,BuiltIn,Fin,3,TA,TA,Y,0,148,0,0,Sin_Cerca,11,2007,New,Partial,276000
80,RL,88.0,8471,Sin_Acceso,IR1,Lvl,Corner,Gtl,Sawyer,Norm,1Fam,SLvl,6,7,1977,1995,Gable,HdBoard,Plywood,BrkFace,46.0,TA,TA,CBlock,Gd,Gd,Av,ALQ,506,Unf,0,0,506,TA,Y,SBrkr,0,1212,1,0,1,0,3,TA,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,292,12,0,0,GdWo,7,2006,WD,Normal,151000
50,RM,50.0,5500,Sin_Acceso,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1.5Fin,5,7,1929,2001,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,234,ALQ,692,0,926,TA,Y,SBrkr,0,1316,1,0,1,0,3,TA,Typ,0,Sin_Chimenea,Detchd,Unf,2,TA,TA,Y,0,0,0,0,Sin_Cerca,4,2010,WD,Normal,130000
30,RM,30.0,5232,Grvl,IR3,Bnk,Inside,Gtl,OldTown,Artery,1Fam,1Story,5,5,1925,2004,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,680,680,Gd,N,FuseP,0,764,0,0,1,0,2,TA,Typ,0,Sin_Chimenea,Detchd,Unf,2,TA,TA,N,0,0,0,0,Sin_Cerca,6,2008,WD,Normal,73000
20,RL,78.0,12090,Sin_Acceso,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,6,1981,1981,Gable,MetalSd,MetalSd,BrkFace,210.0,TA,Gd,CBlock,Gd,TA,No,GLQ,588,LwQ,228,606,1422,TA,Y,SBrkr,0,1422,0,0,2,0,3,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,276,0,0,0,GdPrv,6,2008,WD,Normal,175500
60,RL,70.0,11207,Sin_Acceso,IR1,HLS,FR2,Gtl,Gilbert,Norm,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,714,Unf,0,88,802,Gd,Y,SBrkr,709,1511,1,0,2,1,3,TA,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,95,75,0,0,Sin_Cerca,6,2006,WD,Normal,185000
75,RL,60.0,8400,Sin_Acceso,Reg,Bnk,Inside,Mod,SWISU,Norm,1Fam,2.5Fin,5,8,1939,1997,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,378,Unf,0,342,720,Ex,Y,SBrkr,720,2192,0,0,2,1,4,Gd,Typ,1,Gd,Detchd,Unf,1,TA,TA,Y,262,24,0,0,Sin_Cerca,7,2008,WD,Normal,179500
30,RM,71.0,6900,Sin_Acceso,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1Story,5,6,1940,1955,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,403,Rec,125,212,740,Ex,Y,SBrkr,0,778,0,0,1,0,2,TA,Typ,1,Gd,Detchd,Fin,1,Ex,Ex,Y,0,25,0,0,Sin_Cerca,2,2008,WD,Normal,120500
20,RL,65.5,7917,Sin_Acceso,IR1,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,6,7,1976,1976,Hip,HdBoard,HdBoard,BrkFace,174.0,TA,Gd,CBlock,TA,Gd,No,BLQ,751,Unf,0,392,1143,TA,Y,SBrkr,0,1113,1,0,1,1,3,TA,Typ,1,Fa,Attchd,RFn,1,TA,Gd,Y,370,30,0,0,GdPrv,5,2007,WD,Normal,148000
60,FV,84.0,10728,Sin_Acceso,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,8,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1095,1095,Gd,Y,SBrkr,844,1939,0,0,2,1,3,Gd,Typ,1,Gd,Attchd,RFn,3,TA,TA,Y,192,51,0,0,Sin_Cerca,8,2006,New,Partial,266000
20,RL,73.0,39104,Sin_Acceso,IR1,Low,CulDSac,Sev,ClearCr,Norm,1Fam,1Story,7,7,1954,2005,Flat,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,226,GLQ,1063,96,1385,Ex,Y,SBrkr,0,1363,1,0,1,0,2,TA,Mod,2,TA,Attchd,Unf,2,TA,TA,Y,81,0,0,0,Sin_Cerca,4,2008,WD,Normal,241500
60,RL,92.0,11764,Sin_Acceso,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,1Fam,2Story,8,7,1999,2007,Gable,VinylSd,VinylSd,BrkFace,348.0,Gd,TA,PConc,Gd,TA,No,GLQ,524,Unf,0,628,1152,Ex,Y,SBrkr,1106,2270,0,0,2,1,4,Gd,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,132,57,0,0,Sin_Cerca,4,2010,WD,Normal,290000
20,RL,80.0,9600,Sin_Acceso,Reg,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,1Story,6,6,1958,1988,Hip,Wd Sdng,Wd Sdng,BrkCmn,183.0,TA,TA,CBlock,TA,TA,No,Rec,620,LwQ,620,0,1240,Gd,Y,SBrkr,0,1632,1,0,2,0,3,TA,Min1,1,Gd,Attchd,RFn,1,TA,TA,Y,289,0,0,0,MnPrv,4,2009,WD,Normal,139000
20,RL,76.0,8314,Sin_Acceso,Reg,Lvl,Corner,Gtl,Mitchel,Norm,1Fam,1Story,5,7,1982,1982,Gable,HdBoard,ImStucc,None,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,546,Unf,0,270,816,TA,Y,SBrkr,0,816,0,0,1,0,2,TA,Typ,0,Sin_Chimenea,Attchd,Unf,1,TA,TA,Y,168,0,0,0,Sin_Cerca,6,2007,WD,Normal,124500
50,RL,55.0,7264,Sin_Acceso,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,7,7,1925,2007,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,952,952,Gd,N,SBrkr,596,1548,0,0,2,1,3,Ex,Typ,0,Sin_Chimenea,Detchd,Unf,2,TA,TA,Y,74,0,0,144,Sin_Cerca,10,2009,WD,Normal,205000
20,RL,129.0,9196,Sin_Acceso,IR1,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1560,1560,Ex,Y,SBrkr,0,1560,0,0,2,0,3,Gd,Typ,0,Sin_Chimenea,Attchd,Fin,2,TA,TA,Y,100,150,0,0,Sin_Cerca,4,2010,WD,Normal,201000
20,RL,140.0,19138,Sin_Acceso,Reg,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,1Story,4,5,1951,1951,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,120,Unf,0,744,864,Ex,Y,SBrkr,0,864,0,0,1,0,2,TA,Typ,0,Sin_Chimenea,Detchd,Unf,2,TA,TA,Y,0,0,0,0,Sin_Cerca,6,2010,WD,Normal,141000
20,RL,107.0,14450,Sin_Acceso,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,9,5,2006,2007,Gable,CemntBd,CmentBd,BrkFace,315.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,2121,2121,Ex,Y,SBrkr,0,2121,0,0,2,1,3,Ex,Typ,1,Ex,Attchd,Fin,3,TA,TA,Y,124,98,0,142,Sin_Cerca,5,2007,New,Partial,415298
60,RL,83.0,10005,Sin_Acceso,Reg,Lvl,Inside,Gtl,ClearCr,Norm,1Fam,2Story,7,5,1977,1977,Hip,Plywood,Plywood,BrkFace,299.0,TA,TA,CBlock,Gd,TA,No,BLQ,392,Unf,0,768,1160,Ex,Y,SBrkr,866,2022,0,0,2,1,4,TA,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,288,117,0,0,Sin_Cerca,3,2008,WD,Normal,192000
